,p0_is_free,p1_is_free,p2_is_free,stack_size
19608,False,True,False,3577
19609,False,True,False,3577
19610,False,True,True,3577
19611,True,True,True,3577
19612,False,True,True,3576
19613,False,True,True,3576
19614,False,True,True,3576
19615,True,True,True,3576
19616,False,True,True,3575
19617,True,True,False,3574
19618,False,True,False,3573
19619,False,False,False,3572
19620,False,False,True,3572
19621,False,False,False,3571
19622,False,False,False,3571
19623,False,False,False,3571
19624,False,False,False,3571
19625,True,False,False,3571
19626,True,True,False,3571
19627,True,False,True,3570
19628,True,True,True,3570
19629,True,False,True,3569
19630,True,False,True,3569
19631,True,False,True,3569
19632,True,False,True,3569
19633,True,False,True,3569
19634,True,True,True,3569
19635,True,False,True,3568
19636,True,False,False,3567
19637,False,True,False,3566
19638,False,True,False,3566
19639,False,True,False,3566
19640,False,True,False,3566
19641,False,True,True,3566
19642,False,True,True,3566
19643,False,True,True,3566
19644,False,True,True,3566
19645,True,True,True,3566
19646,False,True,True,3565
19647,False,True,False,3564
19648,False,True,False,3564
19649,False,True,False,3564
19650,False,True,False,3564
19651,False,True,False,3564
19652,False,True,False,3564
19653,True,True,False,3564
19654,False,True,True,3563
19655,True,True,True,3563
19656,False,True,True,3562
19657,False,True,False,3561
19658,False,True,False,3561
19659,False,True,False,3561
19660,False,True,False,3561
19661,False,True,False,3561
19662,False,True,False,3561
19663,False,True,False,3561
19664,False,True,False,3561
19665,True,True,True,3561
19666,True,True,False,3560
19667,True,True,False,3560
19668,True,True,False,3560
19669,True,True,False,3560
19670,True,True,False,3560
19671,True,True,False,3560
19672,True,True,False,3560
19673,True,True,False,3560
19674,True,True,True,3560
19675,True,True,False,3559
19676,False,True,True,3558
19677,False,False,True,3557
19678,False,False,False,3556
19679,False,False,False,3556
19680,False,False,False,3556
19681,True,True,False,3556
19682,True,True,False,3556
19683,True,True,True,3556
19684,True,True,False,3555
19685,True,False,False,3554
19686,False,False,False,3553
19687,False,False,False,3553
19688,False,False,False,3553
19689,False,False,True,3553
19690,False,False,False,3552
19691,False,False,False,3552
19692,True,False,True,3552
19693,True,False,True,3552
19694,True,True,True,3552
19695,True,False,True,3551
19696,True,True,False,3550
19697,True,False,False,3549
19698,True,False,False,3549
19699,True,False,False,3549
19700,True,False,False,3549
19701,True,False,False,3549
19702,True,True,False,3549
19703,True,False,False,3548
19704,True,True,False,3548
19705,True,False,True,3547
19706,True,False,True,3547
19707,True,False,True,3547
19708,True,False,True,3547
19709,True,False,True,3547
19710,True,False,True,3547
19711,True,False,True,3547
19712,True,False,True,3547
19713,True,False,True,3547
19714,True,True,True,3547
19715,True,False,True,3546
19716,True,False,False,3545
19717,False,False,False,3544
19718,False,False,False,3544
19719,False,False,False,3544
19720,False,False,False,3544
19721,False,True,False,3544
19722,True,True,False,3544
19723,False,True,False,3543
19724,False,True,True,3543
19725,False,True,False,3542
19726,False,True,False,3542
19727,False,True,False,3542
19728,False,True,True,3542
19729,False,True,True,3542
19730,False,True,True,3542
19731,False,True,True,3542
19732,True,True,True,3542
19733,False,True,True,3541
19734,True,True,True,3541
19735,False,True,True,3540
19736,False,True,False,3539
19737,False,False,False,3538
19738,True,False,False,3538
19739,True,False,False,3538
19740,True,False,False,3538
19741,True,False,False,3538
19742,True,True,False,3538
19743,True,False,False,3537
19744,True,False,True,3537
19745,True,False,False,3536
19746,False,False,False,3535
19747,False,False,False,3535
19748,False,True,False,3535
19749,False,True,True,3535
19750,False,True,True,3535
19751,False,True,True,3535
19752,False,True,True,3535
19753,True,True,True,3535
19754,False,True,True,3534
19755,False,False,True,3533
19756,False,False,True,3533
19757,False,False,True,3533
19758,False,False,True,3533
19759,False,True,True,3533
19760,False,True,True,3533
19761,True,True,True,3533
19762,False,True,True,3532
19763,False,False,True,3531
19764,True,False,False,3530
19765,False,False,False,3529
19766,False,False,False,3529
19767,False,True,False,3529
19768,True,False,False,3528
19769,False,False,False,3527
19770,False,False,False,3527
19771,False,False,True,3527
19772,False,False,False,3526
19773,False,False,False,3526
19774,True,True,False,3526
19775,False,True,False,3525
19776,False,True,True,3525
19777,False,True,False,3524
19778,True,True,False,3524
19779,True,True,False,3524
19780,True,True,False,3524
19781,True,True,False,3524
19782,True,True,False,3524
19783,True,True,False,3524
19784,True,True,False,3524
19785,True,True,False,3524
19786,True,True,True,3524
19787,True,True,False,3523
19788,True,True,False,3523
19789,True,True,True,3523
19790,True,True,False,3522
19791,True,False,False,3521
19792,True,False,False,3521
19793,True,False,False,3521
19794,True,False,False,3521
19795,True,False,False,3521
19796,True,False,True,3521
19797,True,False,True,3521
19798,True,True,True,3521
19799,True,False,True,3520
19800,True,False,True,3520
19801,True,False,True,3520
19802,True,False,True,3520
19803,True,False,True,3520
19804,True,False,True,3520
19805,True,False,True,3520
19806,True,False,True,3520
19807,True,False,True,3520
19808,True,True,True,3520
19809,True,False,True,3519
19810,True,False,True,3519
19811,True,False,True,3519
19812,True,False,True,3519
19813,True,False,True,3519
19814,True,False,True,3519
19815,True,False,True,3519
19816,True,False,True,3519
19817,True,False,True,3519
19818,True,True,True,3519
19819,True,False,True,3518
19820,True,True,True,3518
19821,True,False,True,3517
19822,True,False,True,3517
19823,True,False,True,3517
19824,True,False,True,3517
19825,True,False,True,3517
19826,True,True,True,3517
19827,True,False,True,3516
19828,False,False,True,3515
19829,False,True,False,3514
19830,False,False,True,3513
19831,False,False,True,3513
19832,False,False,True,3513
19833,False,False,True,3513
19834,False,False,True,3513
19835,False,False,True,3513
19836,True,False,True,3513
19837,False,False,True,3512
19838,False,False,True,3512
19839,False,True,True,3512
19840,True,False,True,3511
19841,False,False,True,3510
19842,False,False,True,3510
19843,False,True,True,3510
19844,False,True,True,3510
19845,True,True,True,3510
19846,False,True,True,3509
19847,False,True,True,3509
19848,False,True,True,3509
19849,False,True,True,3509
19850,False,True,True,3509
19851,False,True,True,3509
19852,True,True,True,3509
19853,False,True,True,3508
19854,False,True,True,3508
19855,False,True,True,3508
19856,False,True,True,3508
19857,False,True,True,3508
19858,False,True,True,3508
19859,False,True,True,3508
19860,False,True,True,3508
19861,False,True,True,3508
19862,True,True,True,3508
19863,False,True,True,3507
19864,False,True,True,3507
19865,False,True,True,3507
19866,True,True,True,3507
19867,False,True,True,3506
19868,True,True,False,3505
19869,True,True,False,3505
19870,True,True,False,3505
19871,True,True,False,3505
19872,True,True,False,3505
19873,True,True,False,3505
19874,True,True,False,3505
19875,True,True,False,3505
19876,True,True,True,3505
19877,True,True,False,3504
19878,True,True,False,3504
19879,True,True,False,3504
19880,True,True,False,3504
19881,True,True,False,3504
19882,True,True,False,3504
19883,True,True,False,3504
19884,True,True,False,3504
19885,True,True,False,3504
19886,True,True,True,3504
19887,True,True,False,3503
19888,True,False,False,3502
19889,False,False,True,3501
19890,False,False,False,3500
19891,True,False,False,3500
19892,True,False,False,3500
19893,True,True,True,3500
19894,True,True,False,3499
19895,False,True,False,3498
19896,True,True,False,3498
19897,False,True,False,3497
19898,False,True,True,3497
19899,False,True,True,3497
19900,False,True,True,3497
19901,False,True,True,3497
19902,False,True,True,3497
19903,False,True,True,3497
19904,False,True,True,3497
19905,False,True,True,3497
19906,True,True,True,3497
19907,False,True,True,3496
19908,False,True,True,3496
19909,False,True,True,3496
19910,False,True,True,3496
19911,False,True,True,3496
19912,False,True,True,3496
19913,False,True,True,3496
19914,False,True,True,3496
19915,False,True,True,3496
19916,True,True,True,3496
19917,False,True,True,3495
19918,False,True,True,3495
19919,True,True,True,3495
19920,False,True,True,3494
19921,True,True,True,3494
19922,False,True,True,3493
19923,False,False,True,3492
19924,False,False,True,3492
19925,False,False,True,3492
19926,True,False,True,3492
19927,True,True,True,3492
19928,True,False,True,3491
19929,True,False,False,3490
19930,True,True,False,3490
19931,True,True,False,3490
19932,True,True,False,3490
19933,True,True,False,3490
19934,True,True,False,3490
19935,True,True,False,3490
19936,True,True,False,3490
19937,True,True,True,3490
19938,True,True,False,3489
19939,False,True,False,3488
19940,False,True,False,3488
19941,False,True,False,3488
19942,False,True,False,3488
19943,False,True,False,3488
19944,False,True,False,3488
19945,True,True,False,3488
19946,False,True,False,3487
19947,True,True,True,3487
19948,False,True,True,3486
19949,False,True,False,3485
19950,False,True,False,3485
19951,False,True,False,3485
19952,False,True,False,3485
19953,False,True,False,3485
19954,False,True,False,3485
19955,False,True,False,3485
19956,False,True,True,3485
19957,True,True,True,3485
19958,False,True,True,3484
19959,False,True,False,3483
19960,False,True,False,3483
19961,True,True,False,3483
19962,True,True,False,3483
19963,True,True,False,3483
19964,True,True,False,3483
19965,True,True,True,3483
19966,True,True,False,3482
19967,True,False,False,3481
19968,True,False,False,3481
19969,True,False,False,3481
19970,True,False,False,3481
19971,True,False,False,3481
19972,True,True,False,3481
19973,True,False,False,3480
19974,True,True,True,3480
19975,True,False,True,3479
19976,True,False,False,3478
19977,True,False,False,3478
19978,True,False,False,3478
19979,True,False,False,3478
19980,True,False,True,3478
19981,True,False,True,3478
19982,True,False,True,3478
19983,True,False,True,3478
19984,True,True,True,3478
19985,True,False,True,3477
19986,False,False,True,3476
19987,True,False,True,3476
19988,True,False,True,3476
19989,True,False,True,3476
19990,True,True,True,3476
19991,True,False,True,3475
19992,False,False,True,3474
19993,False,False,True,3474
19994,False,False,True,3474
19995,False,False,True,3474
19996,False,False,True,3474
19997,False,False,True,3474
19998,False,True,True,3474
19999,False,True,True,3474
20000,True,True,True,3474
20001,False,True,True,3473
20002,False,True,False,3472
20003,True,True,False,3472
20004,False,True,False,3471
20005,False,True,False,3471
20006,False,True,False,3471
20007,False,True,False,3471
20008,False,True,False,3471
20009,False,True,True,3471
20010,True,True,True,3471
20011,False,True,True,3470
20012,False,False,True,3469
20013,False,False,False,3468
20014,False,False,False,3468
20015,False,True,False,3468
20016,False,False,False,3467
20017,False,False,True,3467
20018,False,False,True,3467
20019,False,False,True,3467
20020,True,False,True,3467
20021,True,False,True,3467
20022,True,False,True,3467
20023,True,False,True,3467
20024,True,False,True,3467
20025,True,True,True,3467
20026,True,False,True,3466
20027,True,True,True,3466
20028,True,False,True,3465
20029,True,False,True,3465
20030,True,False,True,3465
20031,True,True,True,3465
20032,True,False,True,3464
20033,True,False,False,3463
20034,False,True,False,3462
20035,False,False,True,3461
20036,False,False,True,3461
20037,False,False,True,3461
20038,False,False,True,3461
20039,False,False,True,3461
20040,False,False,True,3461
20041,True,False,True,3461
20042,False,False,True,3460
20043,False,True,True,3460
20044,False,False,True,3459
20045,False,True,False,3458
20046,False,False,False,3457
20047,True,False,False,3457
20048,False,False,False,3456
20049,False,False,False,3456
20050,False,False,False,3456
20051,False,False,False,3456
20052,False,True,True,3456
20053,False,False,True,3455
20054,False,False,True,3455
20055,False,True,True,3455
20056,True,True,True,3455
20057,False,True,True,3454
20058,False,True,True,3454
20059,False,True,True,3454
20060,False,True,True,3454
20061,False,True,True,3454
20062,False,True,True,3454
20063,False,True,True,3454
20064,False,True,True,3454
20065,True,True,True,3454
20066,False,True,True,3453
20067,False,False,True,3452
20068,False,False,True,3452
20069,False,False,True,3452
20070,False,True,True,3452
20071,False,False,True,3451
20072,False,False,False,3450
20073,False,False,False,3450
20074,True,False,False,3450
20075,False,False,False,3449
20076,False,False,True,3449
20077,True,False,False,3448
20078,True,False,False,3448
20079,True,True,False,3448
20080,True,True,False,3448
20081,True,True,False,3448
20082,True,True,False,3448
20083,True,True,False,3448
20084,True,True,False,3448
20085,True,True,False,3448
20086,True,True,True,3448
20087,True,True,False,3447
20088,True,True,False,3447
20089,True,True,False,3447
20090,True,True,False,3447
20091,True,True,False,3447
20092,True,True,False,3447
20093,True,True,False,3447
20094,True,True,False,3447
20095,True,True,False,3447
20096,True,True,True,3447
20097,True,True,False,3446
20098,False,True,False,3445
20099,False,True,False,3445
20100,False,True,False,3445
20101,True,True,False,3445
20102,False,True,False,3444
20103,False,True,False,3444
20104,False,True,True,3444
20105,False,True,True,3444
20106,False,True,True,3444
20107,False,True,True,3444
20108,False,True,True,3444
20109,False,True,True,3444
20110,False,True,True,3444
20111,True,True,True,3444
20112,False,True,True,3443
20113,False,False,True,3442
20114,False,False,True,3442
20115,False,False,True,3442
20116,True,False,True,3442
20117,True,False,True,3442
20118,True,False,True,3442
20119,True,True,True,3442
20120,True,False,True,3441
20121,True,False,True,3441
20122,True,False,True,3441
20123,True,False,True,3441
20124,True,False,True,3441
20125,True,False,True,3441
20126,True,False,True,3441
20127,True,True,True,3441
20128,True,False,True,3440
20129,True,False,False,3439
20130,True,False,False,3439
20131,True,False,True,3439
20132,True,False,False,3438
20133,False,False,False,3437
20134,False,False,False,3437
20135,True,True,False,3437
20136,True,False,True,3436
20137,True,False,False,3435
20138,True,False,False,3435
20139,True,True,True,3435
20140,True,False,True,3434
20141,True,False,False,3433
20142,True,False,False,3433
20143,True,False,False,3433
20144,True,True,False,3433
20145,True,False,True,3432
20146,False,False,True,3431
20147,False,True,True,3431
20148,False,False,True,3430
20149,False,False,False,3429
20150,False,False,False,3429
20151,False,False,False,3429
20152,False,False,False,3429
20153,True,False,False,3429
20154,False,False,True,3428
20155,False,False,True,3428
20156,False,True,True,3428
20157,False,False,True,3427
20158,False,False,True,3427
20159,False,False,True,3427
20160,False,False,True,3427
20161,False,False,True,3427
20162,True,False,True,3427
20163,True,False,True,3427
20164,True,True,True,3427
20165,True,False,True,3426
20166,True,False,False,3425
20167,True,False,True,3425
20168,True,False,False,3424
20169,True,False,False,3424
20170,True,False,False,3424
20171,True,False,True,3424
20172,True,False,False,3423
20173,True,True,False,3423
20174,True,True,False,3423
20175,True,True,False,3423
20176,True,True,False,3423
20177,True,True,False,3423
20178,True,True,False,3423
20179,True,True,True,3423
20180,True,True,False,3422
20181,True,True,False,3422
20182,True,True,False,3422
20183,True,True,False,3422
20184,True,True,False,3422
20185,True,True,True,3422
20186,True,True,False,3421
20187,True,False,False,3420
20188,True,True,True,3420
20189,True,False,True,3419
20190,True,False,False,3418
20191,True,False,False,3418
20192,True,False,False,3418
20193,True,False,False,3418
20194,True,True,False,3418
20195,True,False,False,3417
20196,True,False,False,3417
20197,True,False,False,3417
20198,True,True,True,3417
20199,True,False,True,3416
20200,True,False,False,3415
20201,True,False,False,3415
20202,True,False,False,3415
20203,True,False,True,3415
20204,True,False,True,3415
20205,True,False,True,3415
20206,True,True,True,3415
20207,True,False,True,3414
20208,True,False,False,3413
20209,True,True,False,3413
20210,True,True,True,3413
20211,True,True,False,3412
20212,False,True,True,3411
20213,False,False,True,3410
20214,True,False,True,3410
20215,True,False,True,3410
20216,True,True,True,3410
20217,True,False,True,3409
20218,False,False,True,3408
20219,False,False,True,3408
20220,False,False,True,3408
20221,False,False,True,3408
20222,False,False,True,3408
20223,False,True,True,3408
20224,False,False,True,3407
20225,False,True,True,3407
20226,True,False,True,3406
20227,True,False,False,3405
20228,True,False,True,3405
20229,True,False,True,3405
20230,True,False,True,3405
20231,True,False,True,3405
20232,True,False,True,3405
20233,True,False,True,3405
20234,True,True,True,3405
20235,True,False,True,3404
20236,True,False,False,3403
20237,True,False,False,3403
20238,True,False,False,3403
20239,True,False,False,3403
20240,True,False,True,3403
20241,True,False,False,3402
20242,True,True,True,3402
20243,True,False,True,3401
20244,True,False,False,3400
20245,False,True,False,3399
20246,False,True,False,3399
20247,True,True,False,3399
20248,True,True,False,3399
20249,True,True,False,3399
20250,True,True,False,3399
20251,True,True,False,3399
20252,True,True,True,3399
20253,True,True,False,3398
20254,True,True,True,3398
20255,True,True,False,3397
20256,True,True,False,3397
20257,True,True,False,3397
20258,True,True,False,3397
20259,True,True,False,3397
20260,True,True,False,3397
20261,True,True,False,3397
20262,True,True,False,3397
20263,True,True,False,3397
20264,True,True,True,3397
20265,True,True,False,3396
20266,True,True,False,3396
20267,True,True,False,3396
20268,True,True,True,3396
20269,True,True,False,3395
20270,True,False,False,3394
20271,True,False,False,3394
20272,True,False,False,3394
20273,True,False,True,3394
20274,True,False,False,3393
20275,True,False,False,3393
20276,True,False,False,3393
20277,True,False,False,3393
20278,True,False,False,3393
20279,True,True,False,3393
20280,True,False,True,3392
20281,False,False,True,3391
20282,False,False,True,3391
20283,False,False,True,3391
20284,False,False,True,3391
20285,False,False,True,3391
20286,False,False,True,3391
20287,False,True,True,3391
20288,False,True,True,3391
20289,False,True,True,3391
20290,True,True,True,3391
20291,False,True,True,3390
20292,False,False,True,3389
20293,True,True,True,3389
20294,True,False,True,3388
20295,True,True,False,3387
20296,False,True,False,3386
20297,False,True,False,3386
20298,False,True,False,3386
20299,False,True,False,3386
20300,True,True,False,3386
20301,True,True,True,3386
20302,True,True,False,3385
20303,False,True,False,3384
20304,False,True,True,3384
20305,False,True,False,3383
20306,False,False,True,3382
20307,False,False,False,3381
20308,True,True,False,3381
20309,True,False,False,3380
20310,True,False,False,3380
20311,True,False,False,3380
20312,True,False,False,3380
20313,True,False,False,3380
20314,True,False,False,3380
20315,True,True,False,3380
20316,True,True,True,3380
20317,True,True,False,3379
20318,True,False,False,3378
20319,True,False,False,3378
20320,True,False,False,3378
20321,True,False,False,3378
20322,True,True,False,3378
20323,True,False,False,3377
20324,False,False,False,3376
20325,False,False,False,3376
20326,False,False,True,3376
20327,False,False,False,3375
20328,False,False,False,3375
20329,False,False,False,3375
20330,False,True,False,3375
20331,True,False,False,3374
20332,False,False,False,3373
20333,False,False,False,3373
20334,False,False,False,3373
20335,True,False,True,3373
20336,False,False,True,3372
20337,False,True,True,3372
20338,False,False,True,3371
20339,True,False,True,3371
20340,False,False,True,3370
20341,False,False,False,3369
20342,False,False,True,3369
20343,False,False,True,3369
20344,False,False,True,3369
20345,False,False,True,3369
20346,False,True,True,3369
20347,False,True,True,3369
20348,True,True,True,3369
20349,False,True,True,3368
20350,False,True,True,3368
20351,False,True,True,3368
20352,False,True,True,3368
20353,False,True,True,3368
20354,False,True,True,3368
20355,False,True,True,3368
20356,False,True,True,3368
20357,False,True,True,3368
20358,True,True,True,3368
20359,False,True,True,3367
20360,False,True,True,3367
20361,False,True,True,3367
20362,False,True,True,3367
20363,False,True,True,3367
20364,False,True,True,3367
20365,True,True,True,3367
20366,False,True,True,3366
20367,False,True,True,3366
20368,False,True,True,3366
20369,False,True,True,3366
20370,False,True,True,3366
20371,False,True,True,3366
20372,False,True,True,3366
20373,True,True,True,3366
20374,False,True,True,3365
20375,False,True,True,3365
20376,False,True,True,3365
20377,False,True,True,3365
20378,False,True,True,3365
20379,False,True,True,3365
20380,False,True,True,3365
20381,False,True,True,3365
20382,False,True,True,3365
20383,True,True,True,3365
20384,False,True,True,3364
20385,False,True,True,3364
20386,False,True,True,3364
20387,True,True,True,3364
20388,False,True,True,3363
20389,False,False,True,3362
20390,False,False,True,3362
20391,False,False,True,3362
20392,False,False,True,3362
20393,False,False,True,3362
20394,False,True,True,3362
20395,False,False,True,3361
20396,False,False,True,3361
20397,True,False,True,3361
20398,False,False,True,3360
20399,False,False,False,3359
20400,True,False,False,3359
20401,True,False,False,3359
20402,True,True,False,3359
20403,True,False,True,3358
20404,False,False,True,3357
20405,True,False,True,3357
20406,True,False,True,3357
20407,True,True,True,3357
20408,True,False,True,3356
20409,True,False,False,3355
20410,True,True,False,3355
20411,True,False,False,3354
20412,True,False,False,3354
20413,True,True,False,3354
20414,True,True,True,3354
20415,True,True,False,3353
20416,True,False,False,3352
20417,False,False,False,3351
20418,False,False,False,3351
20419,False,False,True,3351
20420,False,False,True,3351
20421,True,True,True,3351
20422,True,False,True,3350
20423,False,False,True,3349
20424,False,False,True,3349
20425,False,False,True,3349
20426,False,False,True,3349
20427,False,False,True,3349
20428,False,True,True,3349
20429,False,False,True,3348
20430,True,True,False,3347
20431,True,False,False,3346
20432,False,False,False,3345
20433,False,False,False,3345
20434,True,False,False,3345
20435,False,False,False,3344
20436,False,True,False,3344
20437,False,True,False,3344
20438,False,True,True,3344
20439,False,True,False,3343
20440,False,True,False,3343
20441,False,True,False,3343
20442,False,True,False,3343
20443,True,True,False,3343
20444,True,True,False,3343
20445,True,True,False,3343
20446,True,True,False,3343
20447,True,True,True,3343
20448,True,True,False,3342
20449,False,True,False,3341
20450,False,True,False,3341
20451,False,True,False,3341
20452,False,True,True,3341
20453,False,True,False,3340
20454,False,True,True,3340
20455,True,True,False,3339
20456,False,True,False,3338
20457,False,True,False,3338
20458,False,True,True,3338
20459,True,True,True,3338
20460,False,True,True,3337
20461,False,False,True,3336
20462,False,False,True,3336
20463,False,False,True,3336
20464,True,False,True,3336
20465,False,False,True,3335
20466,False,False,True,3335
20467,True,True,True,3335
20468,True,False,True,3334
20469,True,False,True,3334
20470,True,False,True,3334
20471,True,False,True,3334
20472,True,False,True,3334
20473,True,False,True,3334
20474,True,False,True,3334
20475,True,False,True,3334
20476,True,False,True,3334
20477,True,True,True,3334
20478,True,False,True,3333
20479,True,False,True,3333
20480,True,True,True,3333
20481,True,False,True,3332
20482,True,False,False,3331
20483,True,False,True,3331
20484,True,False,True,3331
20485,True,False,True,3331
20486,True,True,True,3331
20487,True,False,True,3330
20488,True,True,False,3329
20489,True,False,False,3328
20490,True,False,False,3328
20491,True,False,False,3328
20492,True,False,False,3328
20493,True,True,False,3328
20494,True,True,False,3328
20495,True,True,True,3328
20496,True,True,False,3327
20497,True,True,False,3327
20498,True,True,False,3327
20499,True,True,False,3327
20500,True,True,False,3327
20501,True,True,True,3327
20502,True,True,False,3326
20503,False,True,False,3325
20504,False,False,False,3324
20505,False,False,False,3324
20506,True,False,True,3324
20507,False,False,True,3323
20508,False,True,False,3322
20509,True,True,False,3322
20510,True,True,False,3322
20511,True,True,False,3322
20512,True,True,False,3322
20513,True,True,False,3322
20514,True,True,False,3322
20515,True,True,False,3322
20516,True,True,True,3322
20517,True,True,False,3321
20518,True,True,True,3321
20519,True,True,False,3320
20520,False,True,False,3319
20521,False,True,False,3319
20522,False,True,False,3319
20523,True,True,False,3319
20524,True,True,False,3319
20525,True,True,False,3319
20526,True,True,False,3319
20527,True,True,False,3319
20528,True,True,True,3319
20529,True,True,False,3318
20530,False,True,False,3317
20531,False,True,False,3317
20532,False,True,True,3317
20533,False,True,True,3317
20534,False,True,True,3317
20535,False,True,True,3317
20536,False,True,True,3317
20537,True,True,True,3317
20538,False,True,True,3316
20539,False,False,True,3315
20540,False,True,False,3314
20541,False,True,False,3314
20542,False,True,False,3314
20543,False,True,False,3314
20544,False,True,False,3314
20545,True,True,True,3314
20546,True,True,False,3313
20547,True,True,False,3313
20548,True,True,False,3313
20549,True,True,True,3313
20550,True,True,False,3312
20551,True,True,False,3312
20552,True,True,False,3312
20553,True,True,False,3312
20554,True,True,False,3312
20555,True,True,False,3312
20556,True,True,False,3312
20557,True,True,False,3312
20558,True,True,False,3312
20559,True,True,True,3312
20560,True,True,False,3311
20561,False,True,False,3310
20562,False,True,False,3310
20563,False,True,False,3310
20564,False,True,False,3310
20565,False,True,False,3310
20566,False,True,False,3310
20567,False,True,False,3310
20568,True,True,False,3310
20569,False,True,True,3309
20570,False,True,True,3309
20571,False,True,True,3309
20572,True,True,True,3309
20573,False,True,True,3308
20574,False,True,True,3308
20575,True,True,True,3308
20576,False,True,True,3307
20577,False,True,False,3306
20578,False,True,False,3306
20579,False,True,True,3306
20580,False,True,False,3305
20581,False,False,False,3304
20582,False,False,False,3304
20583,True,True,True,3304
20584,True,False,True,3303
20585,False,True,True,3302
20586,False,True,True,3302
20587,False,True,True,3302
20588,False,True,True,3302
20589,False,True,True,3302
20590,False,True,True,3302
20591,False,True,True,3302
20592,True,True,True,3302
20593,False,True,True,3301
20594,False,True,True,3301
20595,False,True,True,3301
20596,False,True,True,3301
20597,False,True,True,3301
20598,False,True,True,3301
20599,False,True,True,3301
20600,False,True,True,3301
20601,True,True,True,3301
20602,False,True,True,3300
20603,False,True,True,3300
20604,False,True,True,3300
20605,False,True,True,3300
20606,False,True,True,3300
20607,False,True,True,3300
20608,False,True,True,3300
20609,False,True,True,3300
20610,False,True,True,3300
20611,True,True,True,3300
20612,False,True,True,3299
20613,False,True,False,3298
20614,False,True,False,3298
20615,False,True,False,3298
20616,False,True,False,3298
20617,False,True,True,3298
20618,False,True,False,3297
20619,False,True,False,3297
20620,True,True,False,3297
20621,True,True,False,3297
20622,True,True,True,3297
20623,True,True,False,3296
20624,True,True,False,3296
20625,True,True,False,3296
20626,True,True,False,3296
20627,True,True,True,3296
20628,True,True,False,3295
20629,True,True,False,3295
20630,True,True,False,3295
20631,True,True,False,3295
20632,True,True,True,3295
20633,True,True,False,3294
20634,True,True,False,3294
20635,True,True,False,3294
20636,True,True,False,3294
20637,True,True,False,3294
20638,True,True,False,3294
20639,True,True,False,3294
20640,True,True,False,3294
20641,True,True,True,3294
20642,True,True,False,3293
20643,True,True,False,3293
20644,True,True,False,3293
20645,True,True,False,3293
20646,True,True,False,3293
20647,True,True,False,3293
20648,True,True,False,3293
20649,True,True,False,3293
20650,True,True,True,3293
20651,True,True,False,3292
20652,True,False,False,3291
20653,True,False,False,3291
20654,True,False,False,3291
20655,True,False,False,3291
20656,True,False,False,3291
20657,True,False,False,3291
20658,True,True,False,3291
20659,True,True,True,3291
20660,True,True,False,3290
20661,False,True,False,3289
20662,True,True,True,3289
20663,True,True,False,3288
20664,False,True,True,3287
20665,False,True,False,3286
20666,True,False,False,3285
20667,False,False,False,3284
20668,True,False,False,3284
20669,True,False,False,3284
20670,True,False,False,3284
20671,True,False,False,3284
20672,True,False,False,3284
20673,True,True,False,3284
20674,True,True,True,3284
20675,True,True,False,3283
20676,False,True,False,3282
20677,False,True,False,3282
20678,False,True,False,3282
20679,False,True,False,3282
20680,False,True,False,3282
20681,False,True,False,3282
20682,False,True,False,3282
20683,True,True,False,3282
20684,True,True,True,3282
20685,True,True,False,3281
20686,False,True,False,3280
20687,False,True,True,3280
20688,False,True,False,3279
20689,False,False,False,3278
20690,False,False,False,3278
20691,False,True,True,3278
20692,False,True,True,3278
20693,True,True,True,3278
20694,False,True,True,3277
20695,False,True,True,3277
20696,False,True,True,3277
20697,False,True,True,3277
20698,False,True,True,3277
20699,False,True,True,3277
20700,False,True,True,3277
20701,True,True,True,3277
20702,False,True,True,3276
20703,False,True,False,3275
20704,False,True,False,3275
20705,False,True,False,3275
20706,False,True,False,3275
20707,False,True,True,3275
20708,False,True,False,3274
20709,False,False,False,3273
20710,True,False,True,3273
20711,True,False,False,3272
20712,True,False,False,3272
20713,True,False,False,3272
20714,True,False,False,3272
20715,True,False,False,3272
20716,True,False,False,3272
20717,True,False,False,3272
20718,True,True,False,3272
20719,True,True,False,3272
20720,True,True,True,3272
20721,True,True,False,3271
20722,True,True,False,3271
20723,True,True,False,3271
20724,True,True,False,3271
20725,True,True,False,3271
20726,True,True,False,3271
20727,True,True,False,3271
20728,True,True,True,3271
20729,True,True,False,3270
20730,True,False,False,3269
20731,True,False,True,3269
20732,True,False,True,3269
20733,True,False,True,3269
20734,True,False,True,3269
20735,True,False,True,3269
20736,True,True,True,3269
20737,True,False,True,3268
20738,False,False,True,3267
20739,False,False,True,3267
20740,False,False,True,3267
20741,True,False,True,3267
20742,True,True,True,3267
20743,True,False,True,3266
20744,True,False,False,3265
20745,False,True,False,3264
20746,False,True,False,3264
20747,False,True,False,3264
20748,False,True,True,3264
20749,False,True,False,3263
20750,False,True,False,3263
20751,False,True,True,3263
20752,False,True,False,3262
20753,False,True,False,3262
20754,True,True,False,3262
20755,False,True,False,3261
20756,True,False,False,3260
20757,True,False,False,3260
20758,True,True,False,3260
20759,True,False,False,3259
20760,True,False,True,3259
20761,True,False,False,3258
20762,True,False,False,3258
20763,True,False,False,3258
20764,True,False,False,3258
20765,True,True,False,3258
20766,True,False,True,3257
20767,True,False,False,3256
20768,True,False,True,3256
20769,True,False,False,3255
20770,True,False,False,3255
20771,True,False,False,3255
